Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
closeBrowser(),Chrome 135.0.0.0,,,12-04-2025 22:00:42,12-04-2025 22:00:43,0.201s,PASSED
,,,,,,,
Test Cases/WEB/TC31_Login_31,Chrome 135.0.0.0,,,12-04-2025 22:00:43,12-04-2025 22:00:49,6.275s,PASSED
"openBrowser("""")",Chrome 135.0.0.0,,,12-04-2025 22:00:43,12-04-2025 22:00:43,0.694s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 135.0.0.0,,,12-04-2025 22:00:43,12-04-2025 22:00:46,2.488s,PASSED
"click(findTestObject(""Object Repository/Website/Page_CURA Healthcare Service/a_Make Appointment""))",Chrome 135.0.0.0,,,12-04-2025 22:00:46,12-04-2025 22:00:47,0.842s,PASSED
"setText(findTestObject(""Object Repository/Website/Page_CURA Healthcare Service/input_Username_username""), ""John Doe"")",Chrome 135.0.0.0,,,12-04-2025 22:00:47,12-04-2025 22:00:47,0.643s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Website/Page_CURA Healthcare Service/input_Password_password""), ""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM"")",Chrome 135.0.0.0,,,12-04-2025 22:00:47,12-04-2025 22:00:48,0.378s,PASSED
"click(findTestObject(""Object Repository/Website/Page_CURA Healthcare Service/button_Login""))",Chrome 135.0.0.0,,,12-04-2025 22:00:48,12-04-2025 22:00:49,1.020s,PASSED
closeBrowser(),Chrome 135.0.0.0,,,12-04-2025 22:00:49,12-04-2025 22:00:49,0.195s,PASSED
