Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
closeBrowser(),Chrome 135.0.0.0,,,12-04-2025 21:59:45,12-04-2025 21:59:45,0.242s,PASSED
,,,,,,,
Test Cases/WEB/TC36_Login_36,Chrome 135.0.0.0,,,12-04-2025 21:59:45,12-04-2025 21:59:52,6.282s,PASSED
"openBrowser("""")",Chrome 135.0.0.0,,,12-04-2025 21:59:45,12-04-2025 21:59:46,0.695s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 135.0.0.0,,,12-04-2025 21:59:46,12-04-2025 21:59:48,2.476s,PASSED
"click(findTestObject(""Object Repository/Website/Page_CURA Healthcare Service/a_Make Appointment""))",Chrome 135.0.0.0,,,12-04-2025 21:59:48,12-04-2025 21:59:49,0.843s,PASSED
"setText(findTestObject(""Object Repository/Website/Page_CURA Healthcare Service/input_Username_username""), ""John Doe"")",Chrome 135.0.0.0,,,12-04-2025 21:59:49,12-04-2025 21:59:50,0.656s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Website/Page_CURA Healthcare Service/input_Password_password""), ""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM"")",Chrome 135.0.0.0,,,12-04-2025 21:59:50,12-04-2025 21:59:50,0.547s,PASSED
"click(findTestObject(""Object Repository/Website/Page_CURA Healthcare Service/button_Login""))",Chrome 135.0.0.0,,,12-04-2025 21:59:50,12-04-2025 21:59:51,0.876s,PASSED
closeBrowser(),Chrome 135.0.0.0,,,12-04-2025 21:59:51,12-04-2025 21:59:52,0.156s,PASSED
