Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"setEncryptedText(findTestObject(""Object Repository/Website/Page_CURA Healthcare Service/input_Password_password""), ""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM"")",Chrome 135.0.0.0,,,12-04-2025 21:56:53,12-04-2025 21:56:54,0.551s,PASSED
"click(findTestObject(""Object Repository/Website/Page_CURA Healthcare Service/button_Login""))",Chrome 135.0.0.0,,,12-04-2025 21:56:54,12-04-2025 21:56:55,0.821s,PASSED
closeBrowser(),Chrome 135.0.0.0,,,12-04-2025 21:56:55,12-04-2025 21:56:55,0.180s,PASSED
,,,,,,,
Test Cases/WEB/TC27_Login_27,Chrome 135.0.0.0,,,12-04-2025 21:56:55,12-04-2025 21:57:01,6.343s,PASSED
"openBrowser("""")",Chrome 135.0.0.0,,,12-04-2025 21:56:55,12-04-2025 21:56:56,0.733s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 135.0.0.0,,,12-04-2025 21:56:56,12-04-2025 21:56:58,2.471s,PASSED
"click(findTestObject(""Object Repository/Website/Page_CURA Healthcare Service/a_Make Appointment""))",Chrome 135.0.0.0,,,12-04-2025 21:56:58,12-04-2025 21:56:59,0.781s,PASSED
"setText(findTestObject(""Object Repository/Website/Page_CURA Healthcare Service/input_Username_username""), ""John Doe"")",Chrome 135.0.0.0,,,12-04-2025 21:56:59,12-04-2025 21:57:00,0.784s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Website/Page_CURA Healthcare Service/input_Password_password""), ""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM"")",Chrome 135.0.0.0,,,12-04-2025 21:57:00,12-04-2025 21:57:00,0.495s,PASSED
"click(findTestObject(""Object Repository/Website/Page_CURA Healthcare Service/button_Login""))",Chrome 135.0.0.0,,,12-04-2025 21:57:00,12-04-2025 21:57:01,0.846s,PASSED
closeBrowser(),Chrome 135.0.0.0,,,12-04-2025 21:57:01,12-04-2025 21:57:01,0.206s,PASSED
,,,,,,,
Test Cases/WEB/TC26_Login_26,Chrome 135.0.0.0,,,12-04-2025 21:57:01,12-04-2025 21:57:08,6.563s,PASSED
"openBrowser("""")",Chrome 135.0.0.0,,,12-04-2025 21:57:01,12-04-2025 21:57:02,0.732s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 135.0.0.0,,,12-04-2025 21:57:02,12-04-2025 21:57:05,2.512s,PASSED
"click(findTestObject(""Object Repository/Website/Page_CURA Healthcare Service/a_Make Appointment""))",Chrome 135.0.0.0,,,12-04-2025 21:57:05,12-04-2025 21:57:06,0.913s,PASSED
"setText(findTestObject(""Object Repository/Website/Page_CURA Healthcare Service/input_Username_username""), ""John Doe"")",Chrome 135.0.0.0,,,12-04-2025 21:57:06,12-04-2025 21:57:06,0.653s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Website/Page_CURA Healthcare Service/input_Password_password""), ""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM"")",Chrome 135.0.0.0,,,12-04-2025 21:57:06,12-04-2025 21:57:07,0.550s,PASSED
"click(findTestObject(""Object Repository/Website/Page_CURA Healthcare Service/button_Login""))",Chrome 135.0.0.0,,,12-04-2025 21:57:07,12-04-2025 21:57:08,0.971s,PASSED
closeBrowser(),Chrome 135.0.0.0,,,12-04-2025 21:57:08,12-04-2025 21:57:08,0.209s,PASSED
